"voice","displayText","expectedText","transcript","similarity","semanticIssue","staticIssues","transcriptionError","bytes","durationSeconds","lessons","relativePath"
"marin","lose one's way","lose one's way","","","","","","28032","1.752","","public/audio/tts/library/marin/lose-ones-way-3f36c68a102746fb.mp3"
"cedar","lose one's way","lose one's way","","","","","","32256","2.016","","public/audio/tts/library/cedar/lose-ones-way-3f36c68a102746fb.mp3"
"marin","lose oneself in","lose oneself in","","","","","","30720","1.92","","public/audio/tts/library/marin/lose-oneself-in-9828234f87887cd5.mp3"
"cedar","lose oneself in","lose oneself in","","","","","","31488","1.968","","public/audio/tts/library/cedar/lose-oneself-in-9828234f87887cd5.mp3"
"marin","lose sight of ...","lose sight of","","","","","","37632","2.352","","public/audio/tts/library/marin/lose-sight-of-e98c39d27dadff3c.mp3"
"cedar","lose sight of ...","lose sight of","","","","","","28032","1.752","","public/audio/tts/library/cedar/lose-sight-of-e98c39d27dadff3c.mp3"
"marin","lose weight","lose weight","","","","","","24192","1.512","","public/audio/tts/library/marin/lose-weight-f179bb963bbf255f.mp3"
"cedar","lose weight","lose weight","","","","","","28800","1.8","","public/audio/tts/library/cedar/lose-weight-f179bb963bbf255f.mp3"
"marin","loser","loser","","","","","","19968","1.248","57","public/audio/tts/library/marin/loser-bea00ee556e18f5e.mp3"
"cedar","loser","loser","","","","","","24192","1.512","57","public/audio/tts/library/cedar/loser-bea00ee556e18f5e.mp3"
"marin","loud","loud","","","","","","35328","2.208","117","public/audio/tts/library/marin/loud-06f474afd773d690.mp3"
"cedar","loud","loud","","","","","","16896","1.056","117","public/audio/tts/library/cedar/loud-06f474afd773d690.mp3"
"marin","love","love","","","","","","24960","1.56","22","public/audio/tts/library/marin/love-6e6ed938298daf79.mp3"
"cedar","love","love","","","","","","17664","1.104","22","public/audio/tts/library/cedar/love-6e6ed938298daf79.mp3"
"marin","lovely","lovely","","","","","","14592","0.912","28","public/audio/tts/library/marin/lovely-ba22bae4d286f37a.mp3"
"cedar","lovely","lovely","","","","","","17664","1.104","28","public/audio/tts/library/cedar/lovely-ba22bae4d286f37a.mp3"
"marin","low","low","","","","","","18432","1.152","97","public/audio/tts/library/marin/low-5b22adcd5be685dd.mp3"
"cedar","low","low","","","","","","19200","1.2","97","public/audio/tts/library/cedar/low-5b22adcd5be685dd.mp3"
"marin","lucky","lucky","","","","","","16896","1.056","24","public/audio/tts/library/marin/lucky-a82e0153014898dc.mp3"
"cedar","lucky","lucky","","","","","","27264","1.704","24","public/audio/tts/library/cedar/lucky-a82e0153014898dc.mp3"
"marin","Lucky you.","Lucky you.","","","","","","28032","1.752","","public/audio/tts/library/marin/lucky-you-ed4458391a545fa7.mp3"
"cedar","Lucky you.","Lucky you.","","","","","","19200","1.2","","public/audio/tts/library/cedar/lucky-you-ed4458391a545fa7.mp3"
"marin","lunch","lunch","","","","","","23424","1.464","41","public/audio/tts/library/marin/lunch-75b3d1dbb52111e0.mp3"
"cedar","lunch","lunch","","","","","","19200","1.2","41","public/audio/tts/library/cedar/lunch-75b3d1dbb52111e0.mp3"
"marin","ma'am","ma'am","","","","","","13056","0.816","3","public/audio/tts/library/marin/maam-d5e1ec95b17a27c5.mp3"
"cedar","ma'am","ma'am","","","","","","16896","1.056","3","public/audio/tts/library/cedar/maam-d5e1ec95b17a27c5.mp3"
"marin","machine","machine","","","","","","19200","1.2","61","public/audio/tts/library/marin/machine-8a12478d3f3301f0.mp3"
"cedar","machine","machine","","","","","","18432","1.152","61","public/audio/tts/library/cedar/machine-8a12478d3f3301f0.mp3"
"marin","mad","mad","","","","","","18432","1.152","15","public/audio/tts/library/marin/mad-581cee5cba070b75.mp3"
"cedar","mad","mad","","","","","","16896","1.056","15","public/audio/tts/library/cedar/mad-581cee5cba070b75.mp3"
"marin","magazine","magazine","","","","","","19200","1.2","55","public/audio/tts/library/marin/magazine-6cb6ca4d4921b0bf.mp3"
"cedar","magazine","magazine","","","","","","25728","1.608","55","public/audio/tts/library/cedar/magazine-6cb6ca4d4921b0bf.mp3"
"marin","magic","magic","","","","","","18432","1.152","4","public/audio/tts/library/marin/magic-3030ce6423e63c18.mp3"
"cedar","magic","magic","","","","","","16128","1.008","4","public/audio/tts/library/cedar/magic-3030ce6423e63c18.mp3"
"marin","magician","magician","","","","","","19200","1.2","4","public/audio/tts/library/marin/magician-ee2e3259379a5933.mp3"
"cedar","magician","magician","","","","","","15360","0.96","4","public/audio/tts/library/cedar/magician-ee2e3259379a5933.mp3"
"marin","mail","mail","","","","","","13056","0.816","7","public/audio/tts/library/marin/mail-1fa29985befabc26.mp3"
"cedar","mail","mail","","","","","","26496","1.656","7","public/audio/tts/library/cedar/mail-1fa29985befabc26.mp3"
"marin","mailman","mailman","","","","","","19200","1.2","7","public/audio/tts/library/marin/mailman-706586481a6ed1e3.mp3"
"cedar","mailman","mailman","","","","","","28032","1.752","7","public/audio/tts/library/cedar/mailman-706586481a6ed1e3.mp3"
"marin","mailman (mail carrier)","mailman. Or, mail carrier.","","","","","","43392","2.712","","public/audio/tts/library/marin/mailman-mail-carrier-f593210c32fcb8f7.mp3"
"cedar","mailman (mail carrier)","mailman. Or, mail carrier.","","","","","","48000","3","","public/audio/tts/library/cedar/mailman-mail-carrier-f593210c32fcb8f7.mp3"
"marin","main","main","","","","","","28032","1.752","42","public/audio/tts/library/marin/main-6403203dd5a0867e.mp3"
"cedar","main","main","","","","","","18432","1.152","42","public/audio/tts/library/cedar/main-6403203dd5a0867e.mp3"
"marin","major","major","","","","","","23424","1.464","5|74","public/audio/tts/library/marin/major-9a538b453014bbd8.mp3"
"cedar","major","major","","","","","","16896","1.056","5|74","public/audio/tts/library/cedar/major-9a538b453014bbd8.mp3"
"marin","make a difference","make a difference","","","","","","29568","1.848","","public/audio/tts/library/marin/make-a-difference-075cbffb8d4104e7.mp3"
"cedar","make a difference","make a difference","","","","","","21120","1.32","","public/audio/tts/library/cedar/make-a-difference-075cbffb8d4104e7.mp3"
"marin","make a fire","make a fire","","","","","","22656","1.416","","public/audio/tts/library/marin/make-a-fire-6c92ac5937725516.mp3"
"cedar","make a fire","make a fire","","","","","","37632","2.352","","public/audio/tts/library/cedar/make-a-fire-6c92ac5937725516.mp3"
"marin","make a fool of..","make a fool of","","","","","","33024","2.064","","public/audio/tts/library/marin/make-a-fool-of-129e60b01743bb9e.mp3"
"cedar","make a fool of..","make a fool of","","","","","","29568","1.848","","public/audio/tts/library/cedar/make-a-fool-of-129e60b01743bb9e.mp3"
"marin","make a habit","make a habit","","","","","","22656","1.416","","public/audio/tts/library/marin/make-a-habit-b59465fb5db94a48.mp3"
"cedar","make a habit","make a habit","","","","","","26496","1.656","","public/audio/tts/library/cedar/make-a-habit-b59465fb5db94a48.mp3"
"marin","make a living","make a living","","","","","","26496","1.656","","public/audio/tts/library/marin/make-a-living-0d2d037192654459.mp3"
"cedar","make a living","make a living","","","","","","21120","1.32","","public/audio/tts/library/cedar/make-a-living-0d2d037192654459.mp3"
"marin","make a mistake","make a mistake","","","","","","24960","1.56","","public/audio/tts/library/marin/make-a-mistake-03ab4959e4bee6c4.mp3"
"cedar","make a mistake","make a mistake","","","","","","22656","1.416","","public/audio/tts/library/cedar/make-a-mistake-03ab4959e4bee6c4.mp3"
"marin","make a phone call","make a phone call","","","","","","29568","1.848","","public/audio/tts/library/marin/make-a-phone-call-a3270b34eefc819d.mp3"
"cedar","make a phone call","make a phone call","","","","","","21120","1.32","","public/audio/tts/library/cedar/make-a-phone-call-a3270b34eefc819d.mp3"
"marin","make a point of ..","make a point of","","","","","","33024","2.064","","public/audio/tts/library/marin/make-a-point-of-b2d3ebac4ca10564.mp3"
"cedar","make a point of ..","make a point of","","","","","","24192","1.512","","public/audio/tts/library/cedar/make-a-point-of-b2d3ebac4ca10564.mp3"
"marin","make away with","make away with","","","","","","41856","2.616","","public/audio/tts/library/marin/make-away-with-dab218298213f2d2.mp3"
"cedar","make away with","make away with","","","","","","24192","1.512","","public/audio/tts/library/cedar/make-away-with-dab218298213f2d2.mp3"
"marin","make believe","make believe","","","","","","26496","1.656","","public/audio/tts/library/marin/make-believe-c57e518f68dc49d4.mp3"
"cedar","make believe","make believe","","","","","","24960","1.56","","public/audio/tts/library/cedar/make-believe-c57e518f68dc49d4.mp3"
"marin","make breakfast","make breakfast","","","","","","24960","1.56","","public/audio/tts/library/marin/make-breakfast-c1baed1b8c24dc95.mp3"
"cedar","make breakfast","make breakfast","","","","","","22656","1.416","","public/audio/tts/library/cedar/make-breakfast-c1baed1b8c24dc95.mp3"
"marin","make","make","","","","","","12288","0.768","61","public/audio/tts/library/marin/make-c117ade9ea8a00ab.mp3"
"cedar","make","make","","","","","","18432","1.152","61","public/audio/tts/library/cedar/make-c117ade9ea8a00ab.mp3"
"marin","make ends meet","make ends meet","","","","","","27264","1.704","","public/audio/tts/library/marin/make-ends-meet-00844cb6180c5442.mp3"
"cedar","make ends meet","make ends meet","","","","","","29568","1.848","","public/audio/tts/library/cedar/make-ends-meet-00844cb6180c5442.mp3"
"marin","make for","make for","","","","","","28800","1.8","","public/audio/tts/library/marin/make-for-79d98d1045bd16e4.mp3"
"cedar","make for","make for","","","","","","34560","2.16","","public/audio/tts/library/cedar/make-for-79d98d1045bd16e4.mp3"
"marin","make friends","make friends","","","","","","27264","1.704","","public/audio/tts/library/marin/make-friends-3bc61400246682a6.mp3"
"cedar","make friends","make friends","","","","","","24960","1.56","","public/audio/tts/library/cedar/make-friends-3bc61400246682a6.mp3"
"marin","make fun of","make fun of","","","","","","28800","1.8","","public/audio/tts/library/marin/make-fun-of-52df28175aa14fab.mp3"
"cedar","make fun of","make fun of","","","","","","22656","1.416","","public/audio/tts/library/cedar/make-fun-of-52df28175aa14fab.mp3"
"marin","make fun of ...","make fun of","","","","","","29568","1.848","","public/audio/tts/library/marin/make-fun-of-68711066e62ba806.mp3"
"cedar","make fun of ...","make fun of","","","","","","21888","1.368","","public/audio/tts/library/cedar/make-fun-of-68711066e62ba806.mp3"
"marin","make good","make good","","","","","","24960","1.56","","public/audio/tts/library/marin/make-good-2a374d16a69505bc.mp3"
"cedar","make good","make good","","","","","","21120","1.32","","public/audio/tts/library/cedar/make-good-2a374d16a69505bc.mp3"
"marin","make it","make it","","","","","","15360","0.96","","public/audio/tts/library/marin/make-it-1002bd13a11814f1.mp3"
"cedar","make it","make it","","","","","","16896","1.056","","public/audio/tts/library/cedar/make-it-1002bd13a11814f1.mp3"
"marin","make money","make money","","","","","","21888","1.368","","public/audio/tts/library/marin/make-money-b4c3c977e7e99b8c.mp3"
"cedar","make money","make money","","","","","","25728","1.608","","public/audio/tts/library/cedar/make-money-b4c3c977e7e99b8c.mp3"
"marin","make noise","make noise","","","","","","29568","1.848","","public/audio/tts/library/marin/make-noise-ddc7a5f762a38034.mp3"
"cedar","make noise","make noise","","","","","","24192","1.512","","public/audio/tts/library/cedar/make-noise-ddc7a5f762a38034.mp3"
"marin","make out","make out","","","","","","23424","1.464","","public/audio/tts/library/marin/make-out-17c83da5bb156254.mp3"
"cedar","make out","make out","","","","","","23424","1.464","","public/audio/tts/library/cedar/make-out-17c83da5bb156254.mp3"
"marin","make over","make over","","","","","","28032","1.752","","public/audio/tts/library/marin/make-over-bbb5f64b6de02356.mp3"
"cedar","make over","make over","","","","","","26496","1.656","","public/audio/tts/library/cedar/make-over-bbb5f64b6de02356.mp3"
"marin","make progress","make progress","","","","","","30720","1.92","","public/audio/tts/library/marin/make-progress-1821b93deb1cbf30.mp3"
"cedar","make progress","make progress","","","","","","34560","2.16","","public/audio/tts/library/cedar/make-progress-1821b93deb1cbf30.mp3"
"marin","make room for ...","make room for","","","","","","34560","2.16","","public/audio/tts/library/marin/make-room-for-cdb67da2a7911f9b.mp3"
"cedar","make room for ...","make room for","","","","","","26496","1.656","","public/audio/tts/library/cedar/make-room-for-cdb67da2a7911f9b.mp3"
"marin","make sure","make sure","","","","","","19968","1.248","","public/audio/tts/library/marin/make-sure-9c599dfa5a948c4e.mp3"
"cedar","make sure","make sure","","","","","","23424","1.464","","public/audio/tts/library/cedar/make-sure-9c599dfa5a948c4e.mp3"
"marin","make the bed","make the bed","","","","","","19200","1.2","","public/audio/tts/library/marin/make-the-bed-543931ab72da8ccf.mp3"
"cedar","make the bed","make the bed","","","","","","24192","1.512","","public/audio/tts/library/cedar/make-the-bed-543931ab72da8ccf.mp3"
"marin","make the best of","make the best of","","","","","","28800","1.8","","public/audio/tts/library/marin/make-the-best-of-64b6a326027901fa.mp3"
"cedar","make the best of","make the best of","","","","","","24192","1.512","","public/audio/tts/library/cedar/make-the-best-of-64b6a326027901fa.mp3"
"marin","make trouble","make trouble","","","","","","19968","1.248","","public/audio/tts/library/marin/make-trouble-59dc81a1de110781.mp3"
"cedar","make trouble","make trouble","","","","","","25728","1.608","","public/audio/tts/library/cedar/make-trouble-59dc81a1de110781.mp3"
"marin","make up","make up","","","","","","22656","1.416","","public/audio/tts/library/marin/make-up-d10de674c2ce3e5a.mp3"
"cedar","make up","make up","","","","","","21888","1.368","","public/audio/tts/library/cedar/make-up-d10de674c2ce3e5a.mp3"
"marin","make up for","make up for","","","","","","24960","1.56","","public/audio/tts/library/marin/make-up-for-ad6cf9cacc409130.mp3"
"cedar","make up for","make up for","","","","","","32256","2.016","","public/audio/tts/library/cedar/make-up-for-ad6cf9cacc409130.mp3"
"marin","make up one's mind","make up one's mind","","","","","","26496","1.656","","public/audio/tts/library/marin/make-up-ones-mind-feb873a65960334c.mp3"
"cedar","make up one's mind","make up one's mind","","","","","","32256","2.016","","public/audio/tts/library/cedar/make-up-ones-mind-feb873a65960334c.mp3"
"marin","make up with ...","make up with","","","","","","28800","1.8","","public/audio/tts/library/marin/make-up-with-6293fdb939886e46.mp3"
"cedar","make up with ...","make up with","","","","","","25728","1.608","","public/audio/tts/library/cedar/make-up-with-6293fdb939886e46.mp3"
"marin","make use of ...","make use of","","","","","","24192","1.512","","public/audio/tts/library/marin/make-use-of-8e2e5a17ff493bf8.mp3"
"cedar","make use of ...","make use of","","","","","","24960","1.56","","public/audio/tts/library/cedar/make-use-of-8e2e5a17ff493bf8.mp3"
"marin","make use of","make use of","","","","","","29568","1.848","","public/audio/tts/library/marin/make-use-of-b991b407bb602393.mp3"
"cedar","make use of","make use of","","","","","","30720","1.92","","public/audio/tts/library/cedar/make-use-of-b991b407bb602393.mp3"
"marin","male","male","","","","","","15360","0.96","1","public/audio/tts/library/marin/male-762a7b05125b1b75.mp3"
